name,family,n,m,regime,truth,aegypti_found,aegypti_valid,aegypti_correct,aegypti_ms,aegypti_miss,chiba_found,chiba_valid,chiba_correct,chiba_ms,matmul_found,matmul_correct,matmul_ms,all_agree,dense_branch_runs
er_dense_00024,er_dense,18,136,dense,True,True,True,True,0.6819999980507419,False,True,True,True,0.024000000848900527,True,True,0.12489999789977446,True,True
er_dense_00025,er_dense,33,401,dense,True,True,True,True,2.5991000002250075,False,True,True,True,0.04900000203633681,True,True,0.1970999946934171,True,True
er_dense_00026,er_dense,21,86,dense,True,True,True,True,1.5050000001792796,False,True,True,True,0.027000001864507794,True,True,0.14409999857889488,True,True
er_dense_00027,er_dense,39,621,dense,True,True,True,True,2.75540000438923,False,True,True,True,0.05360000068321824,True,True,0.2575999969849363,True,True
er_dense_00028,er_dense,33,374,dense,True,True,True,True,2.6996000015060417,False,True,True,True,0.049100002797786146,True,True,0.1979000007850118,True,True
er_dense_00029,er_dense,25,124,dense,True,True,True,True,2.0777999961865135,False,True,True,True,0.032800002372823656,True,True,0.15500000154133886,True,True
er_dense_00030,er_dense,12,35,dense,True,True,True,True,0.5476999940583482,False,True,True,True,0.028099995688535273,True,True,0.2170999941881746,True,True
er_dense_00031,er_dense,36,240,dense,True,True,True,True,4.44180000340566,False,True,True,True,0.0470000013592653,True,True,0.20819999917875975,True,True
er_dense_00032,er_dense,40,562,dense,True,True,True,True,3.6609000017051585,False,True,True,True,0.05909999890718609,True,True,0.24339999799849465,True,True
er_dense_00033,er_dense,10,20,sparse,True,True,True,True,0.06510000093840063,False,True,True,True,0.012500000593718141,True,True,0.10949999705189839,True,False
er_dense_00034,er_dense,36,438,dense,True,True,True,True,2.9542000047513284,False,True,True,True,0.05249999958323315,True,True,0.30049999622860923,True,True
er_dense_00035,er_dense,28,256,dense,True,True,True,True,2.155200003471691,False,True,True,True,0.04060000355821103,True,True,0.16239999968092889,True,True
er_dense_00036,er_dense,29,218,dense,True,True,True,True,2.478599999449216,False,True,True,True,0.03790000482695177,True,True,0.16850000247359276,True,True
er_dense_00037,er_dense,31,401,dense,True,True,True,True,1.6821999961393885,False,True,True,True,0.043300002289470285,True,True,0.19800000154646114,True,True
er_dense_00038,er_dense,15,87,dense,True,True,True,True,0.5728999967686832,False,True,True,True,0.02269999822601676,True,True,0.11950000043725595,True,True
er_dense_00039,er_dense,24,200,dense,True,True,True,True,1.3623999984702095,False,True,True,True,0.030399998649954796,True,True,0.14169999485602602,True,True
er_dense_00040,er_dense,16,106,dense,True,True,True,True,0.5736000020988286,False,True,True,True,0.021899999410379678,True,True,0.12070000229869038,True,True
er_dense_00041,er_dense,21,180,dense,True,True,True,True,0.8901000037440099,False,True,True,True,0.026599998818710446,True,True,0.13250000483822078,True,True
er_dense_00042,er_dense,32,265,dense,True,True,True,True,2.87209999805782,False,True,True,True,0.04060000355821103,True,True,0.17120000120485201,True,True
er_dense_00043,er_dense,11,24,sparse,True,True,True,True,0.07210000330815092,False,True,True,True,0.013699995179194957,True,True,0.1053000014508143,True,False
er_dense_00044,er_dense,22,140,dense,True,True,True,True,1.4249000014388002,False,True,True,True,0.029800001357216388,True,True,0.15520000306423753,True,True
er_dense_00045,er_dense,25,214,dense,True,True,True,True,1.447299997380469,False,True,True,True,0.03319999814266339,True,True,0.14919999375706539,True,True
er_dense_00046,er_dense,23,104,dense,True,True,True,True,1.75939999462571,False,True,True,True,0.03060000017285347,True,True,0.14409999857889488,True,True
er_dense_00047,er_dense,28,323,dense,True,True,True,True,1.7695999995339662,False,True,True,True,0.043000000005122274,True,True,0.17220000154338777,True,True
er_dense_00048,er_dense,22,201,dense,True,True,True,True,0.931700000364799,False,True,True,True,0.029799994081258774,True,True,0.14289999671746045,True,True
er_dense_00049,er_dense,17,120,dense,True,True,True,True,0.748799997381866,False,True,True,True,0.025300003471784294,True,True,0.1419000036548823,True,True
er_dense_00050,er_dense,19,52,dense,True,True,True,True,1.360500005830545,False,True,True,True,0.02390000008745119,True,True,0.13069999840809032,True,True
er_dense_00051,er_dense,18,134,dense,True,True,True,True,0.6533999985549599,False,True,True,True,0.02359999780310318,True,True,0.12720000086119398,True,True
er_dense_00052,er_dense,38,376,dense,True,True,True,True,4.089400004886556,False,True,True,True,0.054600001021754,True,True,0.22149999858811498,True,True
er_dense_00053,er_dense,18,68,dense,True,True,True,True,1.4057000007596798,False,True,True,True,0.025800000003073364,True,True,0.13040000339969993,True,True
er_dense_00054,er_dense,32,207,dense,True,True,True,True,3.27580000157468,False,True,True,True,0.040199993236456066,True,True,0.18740000086836517,True,True
er_dense_00055,er_dense,19,147,dense,True,True,True,True,0.771099999838043,False,True,True,True,0.02469999890308827,True,True,0.12970000534551218,True,True
er_dense_00056,er_dense,36,256,dense,True,True,True,True,4.289199998311233,False,True,True,True,0.045000000682193786,True,True,0.20840000070165843,True,True
er_dense_00057,er_dense,22,109,dense,True,True,True,True,1.56050000077812,False,True,True,True,0.03429999924264848,True,True,0.14150000060908496,True,True
er_dense_00058,er_dense,38,370,dense,True,True,True,True,4.135200004384387,False,True,True,True,0.051399998483248055,True,True,0.21219999325694516,True,True
er_dense_00059,er_dense,11,41,dense,True,True,True,True,0.38240000139921904,False,True,True,True,0.01799999881768599,True,True,0.11000000085914508,True,True
er_dense_00060,er_dense,29,294,dense,True,True,True,True,2.419299999019131,False,True,True,True,0.04150000313529745,True,True,0.16990000585792586,True,True
er_dense_00061,er_dense,14,53,dense,True,True,True,True,0.6261000016820617,False,True,True,True,0.02050000330200419,True,True,0.11690000246744603,True,True
er_dense_00062,er_dense,39,519,dense,True,True,True,True,3.335900000820402,False,True,True,True,0.07529999857069924,True,True,0.246899995545391,True,True
er_dense_00063,er_dense,36,528,dense,True,True,True,True,2.5903999994625337,False,True,True,True,0.048999994760379195,True,True,0.2176000052713789,True,True
er_dense_00064,er_dense,33,433,dense,True,True,True,True,2.1459999989019707,False,True,True,True,0.05989999772282317,True,True,0.23060000239638612,True,True
er_dense_00065,er_dense,39,619,dense,True,True,True,True,4.060300001583528,False,True,True,True,0.07249999907799065,True,True,0.2992000008816831,True,True
er_dense_00066,er_dense,17,77,dense,True,True,True,True,0.9709999940241687,False,True,True,True,0.02340000355616212,True,True,0.1370999962091446,True,True
er_dense_00067,er_dense,14,60,dense,True,True,True,True,0.5945000011706725,False,True,True,True,0.019999999494757503,True,True,0.10929999552899972,True,True
er_dense_00068,er_dense,19,62,dense,True,True,True,True,1.268699998036027,False,True,True,True,0.02540000423323363,True,True,0.12959999730810523,True,True
er_dense_00069,er_dense,29,225,dense,True,True,True,True,2.3572000063722953,False,True,True,True,0.03899999865097925,True,True,0.17469999875174835,True,True
er_dense_00070,er_dense,17,53,dense,True,True,True,True,1.2650999997276813,False,True,True,True,0.032999996619764715,True,True,0.14830000145593658,True,True
er_dense_00071,er_dense,13,28,sparse,True,True,True,True,0.08609999349573627,False,True,True,True,0.01790000533219427,True,True,0.11639999866019934,True,False
er_dense_00072,er_dense,29,231,dense,True,True,True,True,2.4039000054472126,False,True,True,True,0.043000000005122274,True,True,0.18899999849963933,True,True
er_dense_00073,er_dense,28,264,dense,True,True,True,True,1.881700001831632,False,True,True,True,0.03879999712808058,True,True,0.15839999832678586,True,True
er_dense_00074,er_dense,12,45,dense,True,True,True,True,0.4486999969230965,False,True,True,True,0.018999999156221747,True,True,0.11159999849041924,True,True
er_dense_00075,er_dense,12,49,dense,True,True,True,True,0.8069000032264739,False,True,True,True,0.01930000144056976,True,True,0.11159999849041924,True,True
er_dense_00076,er_dense,40,428,dense,True,True,True,True,4.332699994847644,False,True,True,True,0.05990000499878079,True,True,0.23610000062035397,True,True
er_dense_00077,er_dense,14,44,dense,True,True,True,True,1.0487999970791861,False,True,True,True,0.028700000257231295,True,True,0.2300000051036477,True,True
er_dense_00078,er_dense,20,163,dense,True,True,True,True,1.5704000034020282,False,True,True,True,0.045900000259280205,True,True,0.22590000298805535,True,True
er_dense_00079,er_dense,17,99,dense,True,True,True,True,1.1214999976800755,False,True,True,True,0.027099995349999517,True,True,0.14959999680286273,True,True
er_dense_00080,er_dense,23,167,dense,True,True,True,True,1.9212999977753498,False,True,True,True,0.031600000511389226,True,True,0.15580000035697594,True,True
er_dense_00081,er_dense,37,367,dense,True,True,True,True,3.6022999993292615,False,True,True,True,0.04909999552182853,True,True,0.2345000029890798,True,True
er_dense_00082,er_dense,10,42,dense,True,True,True,True,0.2871000033337623,False,True,True,True,0.017599995771888644,True,True,0.12129999959142879,True,True
er_dense_00083,er_dense,13,45,dense,True,True,True,True,0.698199997714255,False,True,True,True,0.024300003133248538,True,True,0.17630000365898013,True,True
er_dense_00084,er_dense,16,78,dense,True,True,True,True,0.8240000024670735,False,True,True,True,0.028099995688535273,True,True,0.1297999988310039,True,True
er_dense_00085,er_dense,16,97,dense,True,True,True,True,0.7392000043182634,False,True,True,True,0.027900001441594213,True,True,0.15209999401122332,True,True
er_dense_00086,er_dense,21,83,dense,True,True,True,True,1.9138999996357597,False,True,True,True,0.030800001695752144,True,True,0.15169999824138358,True,True
er_dense_00087,er_dense,25,127,dense,True,True,True,True,2.465599995048251,False,True,True,True,0.033299998904112726,True,True,0.1531000016257167,True,True
er_dense_00088,er_dense,14,40,dense,True,True,True,True,0.7067999977152795,False,True,True,True,0.019999999494757503,True,True,0.11789999553002417,True,True
er_dense_00089,er_dense,23,94,dense,True,True,True,True,1.761400002578739,False,True,True,True,0.029599999834317714,True,True,0.13619999663205817,True,True
er_dense_00090,er_dense,13,56,dense,True,True,True,True,0.4704000020865351,False,True,True,True,0.018999999156221747,True,True,0.11639999866019934,True,True
er_dense_00091,er_dense,15,51,dense,True,True,True,True,0.735100002202671,False,True,True,True,0.020799998310394585,True,True,0.11760000052163377,True,True
er_dense_00092,er_dense,35,506,dense,True,True,True,True,2.44649999513058,False,True,True,True,0.05370000144466758,True,True,0.2668999950401485,True,True
er_dense_00093,er_dense,21,147,dense,True,True,True,True,1.2368000025162473,False,True,True,True,0.02769999991869554,True,True,0.1644000003580004,True,True
er_dense_00094,er_dense,10,19,sparse,True,True,True,True,0.06800000119255856,False,True,True,True,0.013600001693703234,True,True,0.10789999942062423,True,False
er_dense_00095,er_dense,37,478,dense,True,True,True,True,3.049400002055336,False,True,True,True,0.057199998991563916,True,True,0.26059999800054356,True,True
er_dense_00096,er_dense,30,315,dense,True,True,True,True,2.2947999968891963,False,True,True,True,0.047400004405062646,True,True,0.20519999816315249,True,True
er_dense_00097,er_dense,16,64,dense,True,True,True,True,0.985699996817857,False,True,True,True,0.02479999966453761,True,True,0.1464000015403144,True,True
er_dense_00098,er_dense,38,404,dense,True,True,True,True,4.2278999972040765,False,True,True,True,0.056599994422867894,True,True,0.21749999723397195,True,True
er_dense_00099,er_dense,32,367,dense,True,True,True,True,2.204099997470621,False,True,True,True,0.04949999856762588,True,True,0.2074999938486144,True,True
er_dense_00100,er_dense,23,148,dense,True,True,True,True,1.5090000015334226,False,True,True,True,0.03270000161137432,True,True,0.13800000306218863,True,True
er_dense_00101,er_dense,23,85,dense,True,True,True,True,2.230400001280941,False,True,True,True,0.030700000934302807,True,True,0.15279999934136868,True,True
er_dense_00102,er_dense,14,53,dense,True,True,True,True,0.6349999966914766,False,True,True,True,0.02050000330200419,True,True,0.11029999586753547,True,True
er_dense_00103,er_dense,27,180,dense,True,True,True,True,2.3548000026494265,False,True,True,True,0.033200005418621004,True,True,0.15870000061113387,True,True
er_dense_00104,er_dense,23,81,dense,True,True,True,True,1.9085000021732412,False,True,True,True,0.030800001695752144,True,True,0.14449999434873462,True,True
er_dense_00105,er_dense,15,67,dense,True,True,True,True,0.7030999986454844,False,True,True,True,0.02179999864893034,True,True,0.12720000086119398,True,True
er_dense_00106,er_dense,37,456,dense,True,True,True,True,3.529499997966923,False,True,True,True,0.056899996707215905,True,True,0.22539999918080866,True,True
er_dense_00107,er_dense,32,193,dense,True,True,True,True,3.3414999998058192,False,True,True,True,0.038899997889529914,True,True,0.18090000230586156,True,True
er_dense_00108,er_dense,35,432,dense,True,True,True,True,2.8326000028755516,False,True,True,True,0.0486999997519888,True,True,0.21099999867146835,True,True
er_dense_00109,er_dense,20,159,dense,True,True,True,True,0.8381999941775575,False,True,True,True,0.026500005333218724,True,True,0.13079999916953966,True,True
er_dense_00110,er_dense,37,376,dense,True,True,True,True,3.9491999996243976,False,True,True,True,0.05249999958323315,True,True,0.2223999981652014,True,True
er_dense_00111,er_dense,27,297,dense,True,True,True,True,1.3653999994858168,False,True,True,True,0.03789999755099416,True,True,0.16840000171214342,True,True
er_dense_00112,er_dense,37,253,dense,True,True,True,True,4.920799998217262,False,True,True,True,0.049500005843583494,True,True,0.2153999957954511,True,True
er_dense_00113,er_dense,29,293,dense,True,True,True,True,1.8982000037794933,False,True,True,True,0.04060000355821103,True,True,0.17130000196630135,True,True
er_dense_00114,er_dense,21,115,dense,True,True,True,True,1.3747999983024783,False,True,True,True,0.027900001441594213,True,True,0.13870000111637637,True,True
er_dense_00115,er_dense,22,200,dense,True,True,True,True,0.9543999985908158,False,True,True,True,0.028800001018680632,True,True,0.1351000028080307,True,True
er_dense_00116,er_dense,34,479,dense,True,True,True,True,2.193000000261236,False,True,True,True,0.0478999936603941,True,True,0.2136999974027276,True,True
er_dense_00117,er_dense,25,217,dense,True,True,True,True,1.8469999995431863,False,True,True,True,0.03239999932702631,True,True,0.14899999951012433,True,True
er_dense_00118,er_dense,13,46,dense,True,True,True,True,0.5951999992248602,False,True,True,True,0.021500003640539944,True,True,0.13530000433092937,True,True
er_dense_00119,er_dense,30,233,dense,True,True,True,True,2.4810000031720847,False,True,True,True,0.035899996873922646,True,True,0.17459999799029902,True,True
er_dense_00120,er_dense,30,297,dense,True,True,True,True,2.1206000019446947,False,True,True,True,0.040899998566601425,True,True,0.18000000272877514,True,True
er_dense_00121,er_dense,19,126,dense,True,True,True,True,0.9418999979970977,False,True,True,True,0.025300003471784294,True,True,0.13049999688519165,True,True
er_dense_00122,er_dense,39,530,dense,True,True,True,True,3.5523999977158383,False,True,True,True,0.05660000169882551,True,True,0.24599999596830457,True,True
er_dense_00123,er_dense,12,36,dense,True,True,True,True,0.5080000046291389,False,True,True,True,0.01939999492606148,True,True,0.112900001113303,True,True
er_dense_00124,er_dense,22,193,dense,True,True,True,True,1.1189999931957573,False,True,True,True,0.037099998735357076,True,True,0.15659999917261302,True,True
er_dense_00125,er_dense,16,78,dense,True,True,True,True,0.7664000004297122,False,True,True,True,0.022599997464567423,True,True,0.1205000007757917,True,True
er_dense_00126,er_dense,21,125,dense,True,True,True,True,1.2531000029412098,False,True,True,True,0.0278999941656366,True,True,0.13590000162366778,True,True
er_dense_00127,er_dense,18,89,dense,True,True,True,True,0.948900000366848,False,True,True,True,0.02340000355616212,True,True,0.12599999899975955,True,True
er_dense_00128,er_dense,22,196,dense,True,True,True,True,0.993500005279202,False,True,True,True,0.03060000017285347,True,True,0.13069999840809032,True,True
er_dense_00129,er_dense,37,474,dense,True,True,True,True,3.077000001212582,False,True,True,True,0.053800002206116915,True,True,0.2294999940204434,True,True
er_dense_00130,er_dense,35,423,dense,True,True,True,True,2.751600004557986,False,True,True,True,0.05160000000614673,True,True,0.32590000046184286,True,True
er_dense_00131,er_dense,17,72,dense,True,True,True,True,1.7156999965664,False,True,True,True,0.034500000765547156,True,True,0.20989999757148325,True,True
er_dense_00132,er_dense,37,558,dense,True,True,True,True,2.7365999994799495,False,True,True,True,0.052299998060334474,True,True,0.24259999918285757,True,True
er_dense_00133,er_dense,22,163,dense,True,True,True,True,1.1998999980278313,False,True,True,True,0.03489999653538689,True,True,0.13549999857787043,True,True
er_dense_00134,er_dense,19,114,dense,True,True,True,True,0.9681000010459684,False,True,True,True,0.025199995434377342,True,True,0.13079999916953966,True,True
er_dense_00135,er_dense,19,68,dense,True,True,True,True,1.3092000008327886,False,True,True,True,0.025499997718725353,True,True,0.13270000636111945,True,True
er_dense_00136,er_dense,34,404,dense,True,True,True,True,2.778900001430884,False,True,True,True,0.06230000144569203,True,True,0.21809999452671036,True,True
er_dense_00137,er_dense,24,153,dense,True,True,True,True,1.9041999985347502,False,True,True,True,0.03139999898849055,True,True,0.14670000382466242,True,True
er_dense_00138,er_dense,31,400,dense,True,True,True,True,1.7520999972475693,False,True,True,True,0.042400002712383866,True,True,0.1830000037443824,True,True
er_dense_00139,er_dense,22,133,dense,True,True,True,True,1.3906000021961518,False,True,True,True,0.029499999072868377,True,True,0.1371000034851022,True,True
er_dense_00140,er_dense,24,117,dense,True,True,True,True,1.8893999949796125,False,True,True,True,0.02970000059576705,True,True,0.14959999680286273,True,True
er_dense_00141,er_dense,22,132,dense,True,True,True,True,1.4418999999179505,False,True,True,True,0.02890000178012997,True,True,0.13559999933931977,True,True
er_dense_00142,er_dense,36,450,dense,True,True,True,True,3.2529000018257648,False,True,True,True,0.05339999916031957,True,True,0.22310000349534675,True,True
er_dense_00143,er_dense,11,27,dense,True,True,True,True,0.465600001916755,False,True,True,True,0.01889999839477241,True,True,0.11359999916749075,True,True
er_dense_00144,er_dense,25,145,dense,True,True,True,True,1.9161999953212216,False,True,True,True,0.032999996619764715,True,True,0.1523000028100796,True,True
er_dense_00145,er_dense,18,137,dense,True,True,True,True,0.647599998046644,False,True,True,True,0.02349999704165384,True,True,0.1235999952768907,True,True
er_dense_00146,er_dense,34,474,dense,True,True,True,True,2.1095000047353096,False,True,True,True,0.0461999952676706,True,True,0.21800000104121864,True,True
er_dense_00147,er_dense,23,95,dense,True,True,True,True,2.078500001516659,False,True,True,True,0.029299997549969703,True,True,0.14390000433195382,True,True
er_dense_00148,er_dense,18,83,dense,True,True,True,True,0.9979999958886765,False,True,True,True,0.024599998141638935,True,True,0.12589999823831022,True,True
er_dense_00149,er_dense,17,117,dense,True,True,True,True,0.7576999996672384,False,True,True,True,0.029299997549969703,True,True,0.14770000416319817,True,True
er_dense_00150,er_dense,38,599,dense,True,True,True,True,2.444199999445118,False,True,True,True,0.05390000296756625,True,True,0.2521999995224178,True,True
er_dense_00151,er_dense,12,27,sparse,True,True,True,True,0.07860000187065452,False,True,True,True,0.01479999627918005,True,True,0.11359999916749075,True,False
er_dense_00152,er_dense,15,60,dense,True,True,True,True,0.7441999987349845,False,True,True,True,0.02130000211764127,True,True,0.11359999916749075,True,True
er_dense_00153,er_dense,11,37,dense,True,True,True,True,0.3834000017377548,False,True,True,True,0.01840000186348334,True,True,0.10869999823626131,True,True
er_dense_00154,er_dense,11,44,dense,True,True,True,True,0.39230000402312726,False,True,True,True,0.023300002794712782,True,True,0.11150000500492752,True,True
er_dense_00155,er_dense,12,51,dense,True,True,True,True,0.40360000275541097,False,True,True,True,0.018399994587525725,True,True,0.11529999756021425,True,True
er_dense_00156,er_dense,21,155,dense,True,True,True,True,1.2533000044641085,False,True,True,True,0.02769999991869554,True,True,0.13139999646227807,True,True
er_dense_00157,er_dense,31,175,dense,True,True,True,True,3.166699993016664,False,True,True,True,0.038700003642588854,True,True,0.17759999900590628,True,True
er_dense_00158,er_dense,32,426,dense,True,True,True,True,1.9399000011617318,False,True,True,True,0.04489999992074445,True,True,0.20310000400058925,True,True
er_dense_00159,er_dense,24,240,dense,True,True,True,True,1.1040000026696362,False,True,True,True,0.03360000118846074,True,True,0.15439999697264284,True,True
er_dense_00160,er_dense,38,274,dense,True,True,True,True,4.867600000579841,False,True,True,True,0.04820000322069973,True,True,0.21830000332556665,True,True
er_dense_00161,er_dense,14,73,dense,True,True,True,True,0.5029000021750107,False,True,True,True,0.020699997548945248,True,True,0.11449999874457717,True,True
er_dense_00162,er_dense,38,597,dense,True,True,True,True,2.504700001736637,False,True,True,True,0.051700000767596066,True,True,0.2550999997765757,True,True
er_dense_00163,er_dense,26,178,dense,True,True,True,True,2.118800002790522,False,True,True,True,0.03909999941242859,True,True,0.15809999604243785,True,True
er_dense_00164,er_dense,28,319,dense,True,True,True,True,1.4764000006834976,False,True,True,True,0.0394000016967766,True,True,0.17459999799029902,True,True
er_dense_00165,er_dense,17,89,dense,True,True,True,True,0.8275000000139698,False,True,True,True,0.02390000008745119,True,True,0.12910000077681616,True,True
er_dense_00166,er_dense,23,129,dense,True,True,True,True,1.6509999986737967,False,True,True,True,0.030499999411404133,True,True,0.14540000120177865,True,True
er_dense_00167,er_dense,38,485,dense,True,True,True,True,3.3100000000558794,False,True,True,True,0.055900003644637764,True,True,0.22950000129640102,True,True
er_dense_00168,er_dense,32,338,dense,True,True,True,True,2.8734000006807037,False,True,True,True,0.04739999712910503,True,True,0.19249999604653567,True,True
er_dense_00169,er_dense,14,61,dense,True,True,True,True,0.5954000007477589,False,True,True,True,0.020899999071843922,True,True,0.11139999696752056,True,True
er_dense_00170,er_dense,17,42,sparse,True,True,True,True,0.09980000322684646,False,True,True,True,0.01630000042496249,True,True,0.12109999806853011,True,False
er_dense_00171,er_dense,26,189,dense,True,True,True,True,1.8333000043639913,False,True,True,True,0.03369999467395246,True,True,0.1512000017100945,True,True
er_dense_00172,er_dense,19,117,dense,True,True,True,True,0.9647999977460131,False,True,True,True,0.02540000423323363,True,True,0.13070000568404794,True,True
er_dense_00173,er_dense,19,62,dense,True,True,True,True,1.3190999961807393,False,True,True,True,0.024500004656147212,True,True,0.1336999994236976,True,True
er_dense_00174,er_dense,37,369,dense,True,True,True,True,3.9169000010588206,False,True,True,True,0.05360000068321824,True,True,0.21549999655690044,True,True
er_dense_00175,er_dense,40,673,dense,True,True,True,True,3.01949999993667,False,True,True,True,0.05709999823011458,True,True,0.2647000001161359,True,True
er_dense_00176,er_dense,13,41,dense,True,True,True,True,0.5801000006613322,False,True,True,True,0.01920000067912042,True,True,0.11200000153621659,True,True
er_dense_00177,er_dense,37,282,dense,True,True,True,True,4.451699998753611,False,True,True,True,0.047100002120714635,True,True,0.22870000248076394,True,True
er_dense_00178,er_dense,33,284,dense,True,True,True,True,3.331100000650622,False,True,True,True,0.045199994929134846,True,True,0.1849999971454963,True,True
er_dense_00179,er_dense,26,161,dense,True,True,True,True,2.2876999937579967,False,True,True,True,0.035599994589574635,True,True,0.15610000264132395,True,True
er_dense_00180,er_dense,22,123,dense,True,True,True,True,1.464799999666866,False,True,True,True,0.027800000680144876,True,True,0.13159999798517674,True,True
er_dense_00181,er_dense,24,131,dense,True,True,True,True,2.1121000027051196,False,True,True,True,0.03029999788850546,True,True,0.1449999981559813,True,True
er_dense_00182,er_dense,37,264,dense,True,True,True,True,4.339999999501742,False,True,True,True,0.04820000322069973,True,True,0.21500000002561137,True,True
er_dense_00183,er_dense,36,429,dense,True,True,True,True,3.2709000006434508,False,True,True,True,0.08610000077169389,True,True,0.23979999969014898,True,True
er_dense_00184,er_dense,19,99,dense,True,True,True,True,1.0712999937823042,False,True,True,True,0.025699999241624027,True,True,0.13310000213095918,True,True
er_dense_00185,er_dense,32,275,dense,True,True,True,True,2.7560000016819686,False,True,True,True,0.043499996536411345,True,True,0.19180000526830554,True,True
er_dense_00186,er_dense,34,378,dense,True,True,True,True,2.741800002695527,False,True,True,True,0.047299996367655694,True,True,0.2069000038318336,True,True
er_dense_00187,er_dense,13,46,dense,True,True,True,True,0.5479999963426962,False,True,True,True,0.019500002963468432,True,True,0.11249999806750566,True,True
er_dense_00188,er_dense,11,25,sparse,True,True,True,True,0.07040000491542742,False,True,True,True,0.013199998647905886,True,True,0.10610000026645139,True,False
er_dense_00189,er_dense,35,256,dense,True,True,True,True,4.322100001445506,False,True,True,True,0.05409999721450731,True,True,0.21810000180266798,True,True
er_dense_00190,er_dense,32,333,dense,True,True,True,True,2.4123000039253384,False,True,True,True,0.04690000059781596,True,True,0.18029999773716554,True,True
er_dense_00191,er_dense,37,352,dense,True,True,True,True,4.161399992881343,False,True,True,True,0.05129999772179872,True,True,0.21640000340994447,True,True
er_dense_00192,er_dense,40,400,dense,True,True,True,True,4.518200003076345,False,True,True,True,0.05970000347588211,True,True,0.2735999951255508,True,True
er_dense_00193,er_dense,12,60,dense,True,True,True,True,0.3832000002148561,False,True,True,True,0.02099999983329326,True,True,0.11989999620709568,True,True
er_dense_00194,er_dense,26,176,dense,True,True,True,True,1.9599000006564893,False,True,True,True,0.033700001949910074,True,True,0.15890000213403255,True,True
er_dense_00195,er_dense,38,384,dense,True,True,True,True,19.456800000625663,False,True,True,True,0.06610000127693638,True,True,0.301199994282797,True,True
er_dense_00196,er_dense,21,115,dense,True,True,True,True,1.785399996151682,False,True,True,True,0.033299998904112726,True,True,0.1562000034027733,True,True
er_dense_00197,er_dense,36,368,dense,True,True,True,True,3.8149999963934533,False,True,True,True,0.060800004575867206,True,True,0.22289999469649047,True,True
er_dense_00198,er_dense,10,37,dense,True,True,True,True,0.3015000038431026,False,True,True,True,0.01630000042496249,True,True,0.11269999959040433,True,True
er_dense_00199,er_dense,27,148,dense,True,True,True,True,2.2265000006882474,False,True,True,True,0.0335000004270114,True,True,0.1512000017100945,True,True
er_dense_00200,er_dense,12,34,dense,True,True,True,True,0.5040000032749958,False,True,True,True,0.017599995771888644,True,True,0.11200000153621659,True,True
er_dense_00201,er_dense,29,279,dense,True,True,True,True,1.9207000004826114,False,True,True,True,0.03989999822806567,True,True,0.16960000357357785,True,True
er_dense_00202,er_dense,38,602,dense,True,True,True,True,3.4933999995701015,False,True,True,True,0.05850000161444768,True,True,0.26110000180779025,True,True
er_dense_00203,er_dense,13,41,dense,True,True,True,True,0.603899999987334,False,True,True,True,0.02099999983329326,True,True,0.11629999789875001,True,True
er_dense_00204,er_dense,19,68,dense,True,True,True,True,1.40310000278987,False,True,True,True,0.027499998395796865,True,True,0.13519999629352242,True,True
er_dense_00205,er_dense,12,47,dense,True,True,True,True,0.4245999953127466,False,True,True,True,0.017899998056236655,True,True,0.10940000356640667,True,True
er_dense_00206,er_dense,25,224,dense,True,True,True,True,1.3370999949984252,False,True,True,True,0.03210000431863591,True,True,0.14510000619338825,True,True
er_dense_00207,er_dense,14,45,dense,True,True,True,True,0.6778000024496578,False,True,True,True,0.019299994164612144,True,True,0.11310000263620168,True,True
er_dense_00208,er_dense,29,166,dense,True,True,True,True,2.6620999997248873,False,True,True,True,0.03909999941242859,True,True,0.16340000001946464,True,True
er_dense_00209,er_dense,37,356,dense,True,True,True,True,3.834299997834023,False,True,True,True,0.05100000271340832,True,True,0.21800000104121864,True,True
er_dense_00210,er_dense,14,83,dense,True,True,True,True,0.4120999947190285,False,True,True,True,0.019999999494757503,True,True,0.11029999586753547,True,True
er_dense_00211,er_dense,15,63,dense,True,True,True,True,0.8085000008577481,False,True,True,True,0.02390000008745119,True,True,0.1336999994236976,True,True
er_dense_00212,er_dense,37,270,dense,True,True,True,True,4.535200001555495,False,True,True,True,0.04730000364361331,True,True,0.21130000095581636,True,True
er_dense_00213,er_dense,18,84,dense,True,True,True,True,1.0083999950438738,False,True,True,True,0.0242000023717992,True,True,0.13070000568404794,True,True
er_dense_00214,er_dense,18,123,dense,True,True,True,True,0.7503999950131401,False,True,True,True,0.02300000051036477,True,True,0.1260999997612089,True,True
er_dense_00215,er_dense,38,386,dense,True,True,True,True,4.012800003692973,False,True,True,True,0.05400000372901559,True,True,0.218400004087016,True,True
er_dense_00216,er_dense,35,319,dense,True,True,True,True,4.203199998300988,False,True,True,True,0.05249999958323315,True,True,0.20149999909335747,True,True
er_dense_00217,er_dense,23,150,dense,True,True,True,True,1.4415999976336025,False,True,True,True,0.02939999831141904,True,True,0.13920000492362306,True,True
er_dense_00218,er_dense,22,110,dense,True,True,True,True,1.5219999986584298,False,True,True,True,0.028200003725942224,True,True,0.13859999307896942,True,True
er_dense_00219,er_dense,28,261,dense,True,True,True,True,1.857800001744181,False,True,True,True,0.03909999941242859,True,True,0.16709999908925965,True,True
